state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Tamil Nadu,Thanjavur,Peravurani(Uzhavar Sandhai),Carrot,Pusakesar,Local,01/03/2026,4500.0,4500.0,4500.0
Tamil Nadu,Thanjavur,Peravurani(Uzhavar Sandhai),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Thanjavur,Peravurani(Uzhavar Sandhai),Green Avare(W),Green Avare (W),Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Thanjavur,Peravurani(Uzhavar Sandhai),Drumstick,Drumstick,Local,01/03/2026,12000.0,12000.0,12000.0
Tamil Nadu,Pudukkottai,Ponnamaravathi(Uzhavar Sandhai),Coriander(Leaves),I Sort,Local,01/03/2026,4500.0,5000.0,4750.0
Tamil Nadu,Pudukkottai,Ponnamaravathi(Uzhavar Sandhai),Papaya,Papaya,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Pudukkottai,Ponnamaravathi(Uzhavar Sandhai),Cluster beans,Cluster Beans,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Pudukkottai,Ponnamaravathi(Uzhavar Sandhai),Bottle gourd,Bottle Gourd,Local,01/03/2026,1000.0,1500.0,1250.0
Tamil Nadu,Pudukkottai,Ponnamaravathi(Uzhavar Sandhai),Pumpkin,Pumpkin,Local,01/03/2026,800.0,1000.0,900.0
Tamil Nadu,Pudukkottai,Ponnamaravathi(Uzhavar Sandhai),Cowpea(Veg),Cowpea (Veg),Local,01/03/2026,1500.0,2000.0,1750.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Banana,Karpura,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Chikoos(Sapota),Sapota,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Papaya,Papaya,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Tomato,Deshi,Local,01/03/2026,1000.0,1400.0,1200.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Bitter gourd,Bitter Gourd,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Ashgourd,Gouard,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Pumpkin,Pumpkin,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Coconut,Coconut,Local,01/03/2026,5500.0,6000.0,5750.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Sweet Potato,Hosur Red,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Raddish,Raddish,Local,01/03/2026,1600.0,1600.0,1600.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Knool Khol,Knool Khol,Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Salem,Vazhapadi(Uzhavar Sandhai),Colacasia,Colacasia,Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Karur,Gandhigramam(Uzhavar Sandhai),Bitter gourd,Other,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Karur,Gandhigramam(Uzhavar Sandhai),Cauliflower,Ranchi,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Karur,Gandhigramam(Uzhavar Sandhai),Cabbage,Cabbage,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Karur,Gandhigramam(Uzhavar Sandhai),Beetroot,Beetroot,Local,01/03/2026,4500.0,5000.0,4750.0
Tamil Nadu,Karur,Gandhigramam(Uzhavar Sandhai),Chow Chow,Chow Chow,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Karur,Gandhigramam(Uzhavar Sandhai),Yam(Ratalu),Yam (Ratalu),Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Karur,Gandhigramam(Uzhavar Sandhai),Amla(Nelli Kai),Amla,Local,01/03/2026,7000.0,8000.0,7500.0
West Bengal,Medinipur(W),Ghatal APMC,Cabbage,Cabbage,Local,01/03/2026,1350.0,1450.0,1400.0
West Bengal,Medinipur(W),Ghatal APMC,Carrot,Carrot,Local,01/03/2026,1450.0,1550.0,1500.0
West Bengal,Birbhum,Sainthia APMC,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,01/03/2026,10500.0,11200.0,11000.0
West Bengal,Birbhum,Sainthia APMC,Tomato,Hybrid,FAQ,01/03/2026,1900.0,2100.0,2000.0
NCT of Delhi,Delhi,"Fish,Poultry & Egg Market, Gazipur APMC",Cock,Boiler/Firm(White),Local,01/03/2026,8500.0,10500.0,9500.0
Maharashtra,Ahmednagar,Akole APMC,Onion,Other,Local,01/03/2026,150.0,1500.0,1100.0
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Pomegranate,Other,Local,01/03/2026,5000.0,17000.0,11000.0
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Guava,Other,Local,01/03/2026,1200.0,2000.0,1600.0
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Ginger(Green),Other,Local,01/03/2026,2500.0,5500.0,4000.0
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Bitter gourd,Other,Local,01/03/2026,2000.0,3500.0,2750.0
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Drumstick,Other,Local,01/03/2026,3000.0,4000.0,3500.0
Maharashtra,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar APMC,Green Chilli,Other,Local,01/03/2026,3000.0,9000.0,6000.0
Maharashtra,Chattrapati Sambhajinagar,Paithan APMC,Wheat,Bansi,Non-FAQ,01/03/2026,2190.0,2391.0,2311.0
Maharashtra,Chattrapati Sambhajinagar,Sillod APMC,Maize,Yellow,Non-FAQ,01/03/2026,1300.0,1400.0,1350.0
Maharashtra,Latur,Devani APMC,Bengal Gram(Gram)(Whole),Other,Non-FAQ,01/03/2026,5290.0,5290.0,5290.0
Maharashtra,Pune,Pune APMC,Sweet Pumpkin,Other,Local,01/03/2026,800.0,1500.0,1150.0
Maharashtra,Pune,Pune APMC,Cauliflower,Other,Local,01/03/2026,1000.0,2000.0,1500.0
Maharashtra,Pune,Pune APMC,Cabbage,Other,Local,01/03/2026,400.0,1000.0,700.0
Maharashtra,Pune,Pune APMC,Elephant Yam(Suran)/Amorphophallus,Other,Local,01/03/2026,2500.0,3000.0,2750.0
Maharashtra,Pune,Pune APMC,Green Chilli,Other,Local,01/03/2026,4000.0,7000.0,5500.0
Maharashtra,Pune,Pune(Moshi) APMC,Chikoos(Sapota),Other,Local,01/03/2026,3000.0,3000.0,3000.0
Maharashtra,Pune,Pune(Moshi) APMC,Grapes,Other,Local,01/03/2026,8000.0,10000.0,9000.0
Maharashtra,Pune,Pune(Moshi) APMC,Ginger(Green),Other,Local,01/03/2026,4000.0,4000.0,4000.0
Maharashtra,Pune,Pune(Moshi) APMC,Bottle gourd,Other,Local,01/03/2026,2000.0,3000.0,2500.0
Maharashtra,Pune,Pune(Moshi) APMC,Guar,Other,Local,01/03/2026,7000.0,8000.0,7500.0
Maharashtra,Pune,Pune(Moshi) APMC,Onion,Local,Local,01/03/2026,400.0,1000.0,700.0
Maharashtra,Pune,Pune(Moshi) APMC,Tomato,Local,Local,01/03/2026,800.0,1000.0,900.0
Maharashtra,Pune,Pune(Moshi) APMC,Green Chilli,Other,Local,01/03/2026,5000.0,7000.0,6000.0
Maharashtra,Pune,Pune(Pimpri) APMC,Beetroot,Other,Local,01/03/2026,800.0,1300.0,1050.0
Maharashtra,Pune,Pune(Pimpri) APMC,Onion,Local,Local,01/03/2026,700.0,1400.0,1050.0
Maharashtra,Pune,Pune(Pimpri) APMC,Spinach,Other,Local,01/03/2026,7.0,9.0,8.0
Maharashtra,Pune,Pune(Pimpri) APMC,Brinjal,Other,Local,01/03/2026,2500.0,4000.0,3250.0
Maharashtra,Sholapur,Mangal Wedha APMC,Bitter gourd,Other,Local,01/03/2026,2000.0,3600.0,2500.0
Maharashtra,Sholapur,Mangal Wedha APMC,Brinjal,Other,Local,01/03/2026,500.0,3900.0,2500.0
Uttar Pradesh,Fatehpur,Fatehpur APMC,Potato,Desi,FAQ,01/03/2026,600.0,620.0,610.0
Uttar Pradesh,Jalaun (Orai),Jalaun APMC,Cucumbar(Kheera),Cucumbar,FAQ,01/03/2026,2000.0,2000.0,2000.0
Uttar Pradesh,Jalaun (Orai),Jalaun APMC,Tomato,Tomato,FAQ,01/03/2026,800.0,800.0,800.0
Punjab,Mohali,Banur APMC,Tomato,Other,Local,01/03/2026,2800.0,2800.0,2800.0
Punjab,Mohali,Banur APMC,Ginger(Green),Other,Local,01/03/2026,4700.0,4700.0,4700.0
Punjab,Mohali,Banur APMC,Methi(Leaves),Methi,Local,01/03/2026,1100.0,1100.0,1100.0
Punjab,Mohali,Banur APMC,Raddish,Other,Local,01/03/2026,600.0,600.0,600.0
Punjab,Mohali,Banur APMC,Banana,Other,Local,01/03/2026,2500.0,2500.0,2500.0
Uttar Pradesh,Bulandshahar,Siyana APMC,Mousambi(Sweet Lime),Mousambi,Medium,01/03/2026,2100.0,2120.0,2110.0
Uttar Pradesh,Bulandshahar,Siyana APMC,Cauliflower,Cauliflower,Medium,01/03/2026,1200.0,1240.0,1220.0
Tripura,Sepahijala,Sonamura APMC,Tomato,Hybrid,Medium,01/03/2026,2600.0,3000.0,2700.0
Tripura,Dhalai,Chowmanu APMC,Brinjal,Round/Long,Local,01/03/2026,1500.0,2500.0,2000.0
Tripura,Dhalai,Chowmanu APMC,Green Chilli,Green Chilly,Local,01/03/2026,7000.0,9000.0,8000.0
Tripura,Dhalai,Chowmanu APMC,Potato,Jyoti,Local,01/03/2026,1500.0,2500.0,2000.0
West Bengal,Kolkata,Sealdah Koley Market APMC,Green Chilli,Other,FAQ,01/03/2026,8500.0,9000.0,9000.0
West Bengal,Kolkata,Sealdah Koley Market APMC,Bitter gourd,Other,FAQ,01/03/2026,7000.0,8000.0,8000.0
West Bengal,North 24 Parganas,Habra APMC,Green Chilli,Green Chilly,FAQ,01/03/2026,7000.0,7200.0,7000.0
West Bengal,Darjeeling,Darjeeling APMC,Ginger(Green),Other,FAQ,01/03/2026,7600.0,7800.0,7700.0
West Bengal,Darjeeling,Darjeeling APMC,Cabbage,Other,FAQ,01/03/2026,2300.0,2500.0,2400.0
West Bengal,Uttar Dinajpur,Raiganj APMC,Potato,Other,FAQ,01/03/2026,800.0,850.0,820.0
West Bengal,Uttar Dinajpur,Raiganj APMC,Carrot,Carrot,FAQ,01/03/2026,1300.0,1500.0,1400.0
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ) APMC,Potato,Red Nanital,Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,01/03/2026,2800.0,3200.0,3000.0
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ) APMC,Brinjal,Round,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,01/03/2026,4000.0,4500.0,4250.0
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ) APMC,Knool Khol,Knool Khol,Local,01/03/2026,2600.0,3000.0,2800.0
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,01/03/2026,10000.0,11000.0,10500.0
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ) APMC,Potato,Other,Local,01/03/2026,3600.0,4000.0,3800.0
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ) APMC,Brinjal,Other,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ) APMC,Water Melon,Water Melon,Local,01/03/2026,1500.0,2000.0,1750.0
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,01/03/2026,3000.0,4000.0,3500.0
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,01/03/2026,1000.0,1500.0,1250.0
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ) APMC,Green Avare(W),Other,Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,01/03/2026,3200.0,3500.0,3350.0
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ) APMC,Banana,Red Banana,Local,01/03/2026,6000.0,7000.0,6500.0
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ) APMC,Potato,Red Nanital,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,01/03/2026,6000.0,6000.0,6000.0
Tamil Nadu,Nagapattinam,Vedaranyam(Uzhavar Sandhai),Onion,Bellary,Local,01/03/2026,2800.0,3000.0,2900.0
Tamil Nadu,Nagapattinam,Vedaranyam(Uzhavar Sandhai),Tomato,Deshi,Local,01/03/2026,1800.0,2000.0,1900.0
Tamil Nadu,Nagapattinam,Vedaranyam(Uzhavar Sandhai),Bitter gourd,Bitter Gourd,Local,01/03/2026,4500.0,5000.0,4750.0
Tamil Nadu,Nagapattinam,Vedaranyam(Uzhavar Sandhai),Banana - Green,Banana - Green,Local,01/03/2026,2200.0,2500.0,2350.0
Tamil Nadu,Nagapattinam,Vedaranyam(Uzhavar Sandhai),Ginger(Green),Green Ginger,Local,01/03/2026,7500.0,8000.0,7750.0
Tamil Nadu,Nagapattinam,Vedaranyam(Uzhavar Sandhai),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,3800.0,4000.0,3900.0
Tamil Nadu,Nagapattinam,Vedaranyam(Uzhavar Sandhai),Chow Chow,Chow Chow,Local,01/03/2026,1800.0,2000.0,1900.0
Tamil Nadu,Nagapattinam,Vedaranyam(Uzhavar Sandhai),Lemon,Lemon,Local,01/03/2026,4500.0,5000.0,4750.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ) APMC,Potato,Red Nanital,Local,01/03/2026,2200.0,2800.0,2500.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,01/03/2026,4500.0,5500.0,5000.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),Cucumbar,Local,01/03/2026,6500.0,7000.0,6750.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC,Mousambi(Sweet Lime),Mousambi,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC,Pumpkin,Pumpkin,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,2000.0,2500.0,2250.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,01/03/2026,5600.0,5600.0,5600.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,01/03/2026,6000.0,6500.0,6250.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,01/03/2026,6000.0,6000.0,6000.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,01/03/2026,6000.0,6000.0,6000.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC,Tender Coconut,Tender Coconut,Local,01/03/2026,3000.0,4000.0,3500.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC,Amla(Nelli Kai),Amla,Local,01/03/2026,6000.0,6000.0,6000.0
Tamil Nadu,Thiruvarur,Tiruvarur(Uzhavar Sandhai ) APMC,Tomato,Deshi,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Thiruvarur,Tiruvarur(Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvarur,Tiruvarur(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,01/03/2026,1500.0,1500.0,1500.0
Tamil Nadu,Thiruvarur,Tiruvarur(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,01/03/2026,6000.0,6000.0,6000.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Coriander(Leaves),I Sort,Local,01/03/2026,5000.0,6000.0,5500.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Green Peas,Green Peas,Local,01/03/2026,5000.0,6500.0,5750.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Papaya,Papaya,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Cluster beans,Cluster Beans,Local,01/03/2026,3000.0,3600.0,3300.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Bitter gourd,Bitter Gourd,Local,01/03/2026,3500.0,4500.0,4000.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Banana - Green,Banana - Green,Local,01/03/2026,3000.0,4000.0,3500.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Sweet Potato,Hosur Red,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Cabbage,Cabbage,Local,01/03/2026,2000.0,2500.0,2250.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Cucumbar(Kheera),Cucumbar,Local,01/03/2026,3500.0,7000.0,5250.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Chow Chow,Chow Chow,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Drumstick,Drumstick,Local,01/03/2026,8000.0,9500.0,8750.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,01/03/2026,5000.0,6000.0,5500.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Karbuja(Musk Melon),Karbhuja,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,01/03/2026,5000.0,6000.0,5500.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Indian Beans(Seam),Indian Beans (Seam),Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Amla(Nelli Kai),Amla,Local,01/03/2026,7000.0,8000.0,7500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Grapes,Annabesahai,Local,01/03/2026,12000.0,12000.0,12000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,01/03/2026,3500.0,3500.0,3500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Bitter gourd,Bitter Gourd,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,01/03/2026,3500.0,3500.0,3500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,01/03/2026,2500.0,2500.0,2500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,01/03/2026,3500.0,3500.0,3500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,01/03/2026,3500.0,3500.0,3500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Green Avare(W),Green Avare (W),Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Banana,Besrai,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Onion,Bellary,Local,01/03/2026,2400.0,3000.0,2700.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Bitter gourd,Bitter Gourd,Local,01/03/2026,3600.0,6000.0,4800.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Bottle gourd,Bottle Gourd,Local,01/03/2026,3600.0,3600.0,3600.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,01/03/2026,4200.0,5400.0,4800.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Sweet Potato,Hosur Red,Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,01/03/2026,4800.0,4800.0,4800.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Colacasia,Colacasia,Local,01/03/2026,4800.0,4800.0,4800.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Mashrooms,Mashrooms,Local,01/03/2026,25000.0,25000.0,25000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Amla(Nelli Kai),Amla,Local,01/03/2026,8000.0,8000.0,8000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,01/03/2026,4200.0,4200.0,4200.0
Tamil Nadu,Villupuram,Tindivanam APMC,Water Melon,Water Melon,Local,01/03/2026,1500.0,2000.0,1750.0
Tamil Nadu,Villupuram,Tindivanam APMC,Green Chilli,Green Chilly,Local,01/03/2026,4000.0,4500.0,4250.0
Tamil Nadu,Villupuram,Tindivanam APMC,Sweet Potato,Hosur Red,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Villupuram,Tindivanam APMC,Raddish,Raddish,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Villupuram,Tindivanam APMC,Capsicum,Capsicum,Local,01/03/2026,7000.0,7000.0,7000.0
Tamil Nadu,Villupuram,Tindivanam APMC,Guava,Guava Allahabad,Local,01/03/2026,6000.0,6000.0,6000.0
Tamil Nadu,Villupuram,Tindivanam APMC,Lemon,Lemon,Local,01/03/2026,6000.0,6000.0,6000.0
Tamil Nadu,Villupuram,Tindivanam APMC,Onion Green,Onion Green,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Onion,Bellary,Local,01/03/2026,3500.0,3500.0,3500.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Pumpkin,Pumpkin,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Banana - Green,Banana - Green,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Thondekai,Thondekai,Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,01/03/2026,8000.0,8000.0,8000.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Guava,Guava Allahabad,Local,01/03/2026,5000.0,5000.0,5000.0
Madhya Pradesh,Vidisha,Shamshabad APMC,Wheat,Wheat,Non-FAQ,01/03/2026,2200.0,2210.0,2210.0
Madhya Pradesh,Hoshangabad,Pipariya APMC,Paddy(Common),Paddy,FAQ,01/03/2026,3800.0,3800.0,3800.0
Madhya Pradesh,Indore,Sanwer APMC,Wheat,Wheat,FAQ,01/03/2026,2265.0,2370.0,2370.0
Madhya Pradesh,Dhar,Manawar APMC,Wheat,Wheat,FAQ,01/03/2026,2250.0,2350.0,2350.0
Madhya Pradesh,Dhar,Rajgarh APMC,Garlic,Garlic,FAQ,01/03/2026,1800.0,3700.0,3700.0
Madhya Pradesh,Alirajpur,Jobat APMC,Bengal Gram(Gram)(Whole),Gram,FAQ,01/03/2026,4900.0,4950.0,4900.0
Madhya Pradesh,Alirajpur,Jobat APMC,Bengal Gram(Gram)(Whole),Chana Kanta,FAQ,01/03/2026,4800.0,5000.0,5000.0
Madhya Pradesh,Khargone,Sanawad APMC,Cotton,Without Ginned Cotton,FAQ,01/03/2026,5185.0,6385.0,6385.0
Madhya Pradesh,Khargone,Badwaha APMC,Rose(Loose)),Rose(Loose),FAQ,01/03/2026,3500.0,3500.0,3500.0
Madhya Pradesh,Khargone,Segaon APMC,Wheat,Wheat,Non-FAQ,01/03/2026,2250.0,2415.0,2275.0
Madhya Pradesh,Khargone,Segaon APMC,Maize,Local,FAQ,01/03/2026,1300.0,1475.0,1475.0
Madhya Pradesh,Badwani,Sendhwa APMC,Wheat,Wheat,FAQ,01/03/2026,2200.0,2275.0,2250.0
